subj,run,runstart,trial,Cue1_Onset,Cue2_Onset,response,Reward,Effort,Order,RT,Trigger,ITI_Onset,ITI_Offset,CounterBalance,Site,ModelledDiff,BinaryDiff,TaskDiff,ExpectedChoice,Error,Visit1_ModelDiff,Visit1_BinaryDiff,filter_$,Easy_NonEff,Easy_Eff,IDP,IDP_binary,SVC,SVH
908,3,1954715.39,75,421.76,423.78,1,9.99,0.2,1,0.25,1,424.56,426.56,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.67,0,9.712,9.712
908,3,1954715.39,76,429.38,431.39,1,9.24,0.5,1,0.29,1,432.21,434.21,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.02,0,10.1318,10.132
908,3,1954715.39,77,434.23,436.24,1,7.92,1,1,0.3,1,437.08,439.08,1,1,0.01,1,1,1,0,0,0,0,#NULL!,#NULL!,5.03,0,8.4013,8.4013
908,3,1954715.39,78,439.09,441.11,1,8.08,1,2,0.5,1,442.14,444.14,1,1,0.01,1,1,1,0,0,0,0,#NULL!,#NULL!,5.19,0,7.6913,7.6913
910,1,201785.92,1,0.07,2.09,1,9.33,0.2,2,3.11,1,5.74,7.74,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.02,0,7.2,7.2
910,1,201785.92,2,7.77,9.79,1,10.4,0.5,1,1.84,1,12.15,14.15,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,9.26,0,1,-1.21
910,1,201785.92,7,45.45,47.47,1,9.97,0.2,1,0.74,1,48.75,50.75,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.66,0,1,-0.088654
910,1,201785.92,8,55.28,57.3,1,9.62,0.5,2,1.43,1,59.26,61.26,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.48,0,1.4418,1.4418
910,1,201785.92,9,61.28,63.3,1,8.15,0.8,2,0.97,1,64.8,66.8,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,4.71,0,1.502,1.502
910,1,201785.92,10,66.82,68.83,1,7.82,0.2,1,1.17,1,70.53,72.53,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,6.51,0,10.142,10.142
910,1,201785.92,15,104.41,106.43,1,9.25,0.2,2,1.26,1,108.23,110.23,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,7.94,0,7.92,7.92
910,1,201785.92,16,110.25,112.27,1,10.24,0.2,1,0.81,1,113.62,115.62,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.93,0,7.7113,7.7113
910,1,201785.92,17,119.09,121.11,1,8.13,1,1,1.81,1,123.46,125.46,1,2,0,#NULL!,0,1,0,0,0,0,#NULL!,#NULL!,7.49,0,1,-1.28
910,1,201785.92,18,125.48,127.49,1,7.98,0.5,1,1.39,1,129.43,131.43,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,6.84,0,0.4218,0.42179
910,1,201785.92,19,131.44,133.46,1,7.25,0.2,1,1.06,1,135.06,137.06,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.94,0,1.332,1.332
910,1,201785.92,20,137.08,139.09,0,-1.35,0.8,1,0.78,1,140.41,142.41,1,2,0,#NULL!,-1,0,0,0.02,1,0,0,#NULL!,4.79,0,10.432,10.432
910,1,201785.92,24,164.01,166.02,1,10.75,1,1,1.39,1,167.94,169.94,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,10.11,0,10.0118,10.012
910,1,201785.92,25,173.13,175.14,1,10.15,0.8,1,1.62,1,177.29,179.29,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,6.71,0,7.0513,7.0513
910,1,201785.92,26,179.31,181.33,1,9.89,0.2,2,0.91,1,182.78,184.78,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.58,0,7.1913,7.1913
910,1,201785.92,27,184.8,186.81,1,7.4,1,2,0.78,1,188.13,190.13,1,2,0,#NULL!,1,1,0,0,1,0,#NULL!,#NULL!,6.76,0,7.63,7.63
910,1,201785.92,28,193.33,195.35,1,7.19,0.2,1,0.98,1,196.86,198.86,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.88,0,1,-1.54
910,1,201785.92,32,219.42,221.44,1,9.8,0.5,1,1.56,1,223.54,225.54,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.66,0,1,-0.43865
910,1,201785.92,33,225.55,227.57,1,10.1,0.5,1,0.94,1,229.04,231.04,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.96,0,1,0.34135
910,1,201785.92,34,231.05,233.07,1,10.25,0.8,2,1.16,1,234.77,236.77,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,6.81,0,1.392,1.392
910,1,201785.92,35,236.79,238.8,1,8.15,0.2,1,1.94,1,241.27,243.27,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,6.84,0,9.9118,9.9118
910,1,201785.92,36,243.29,245.3,1,7.05,0.5,2,2.5,1,248.34,250.34,1,2,0,#NULL!,1,1,0,0,1,0,#NULL!,#NULL!,5.91,0,9.872,9.872
910,1,201785.92,41,281.55,283.56,1,9.05,0.5,2,1.34,1,285.45,287.45,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,7.91,0,7.75,7.75
910,1,201785.92,42,287.46,289.48,1,9.97,0.2,2,0.7,1,290.71,292.71,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.66,0,7.6813,7.6813
910,1,201785.92,43,292.73,294.75,1,8.29,0.5,2,1.17,1,296.45,298.45,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,7.15,0,1,-1.58
910,1,201785.92,48,325.18,327.19,1,9.78,0.5,1,1.11,1,328.84,330.84,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.64,0,1,0.63179
910,1,201785.92,49,334.42,336.44,1,10.16,0.8,2,1.2,1,338.17,340.17,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,6.72,0,1.212,1.212
910,1,201785.92,50,340.19,342.21,1,7.34,0.5,2,1.75,1,344.49,346.49,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,6.2,0,9.122,9.122
910,1,201785.92,51,346.51,348.52,1,8.08,1,1,0.98,1,350.04,352.04,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,7.44,0,9.9118,9.9118
910,1,201785.92,52,352.06,354.07,0,-1.46,0.8,1,0.94,1,355.54,357.54,1,2,0,#NULL!,-1,0,0,0.01,1,0,0,#NULL!,4.9,0,7.2013,7.2013
910,1,201785.92,57,386.45,388.47,1,10.22,0.5,1,1.4,1,390.41,392.41,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,9.08,0,6.9,6.9
910,1,201785.92,58,392.42,394.44,1,9.48,0.2,1,0.94,1,395.91,397.91,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.17,0,1,-1.47
910,1,201785.92,59,397.92,399.94,1,7.92,1,2,0.79,1,401.26,403.26,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,7.28,0,1,-0.81865
910,1,201785.92,60,403.27,405.29,1,8.12,0.8,1,0.85,1,406.68,408.68,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,4.68,0,1,0.71179
910,1,201785.92,61,408.69,410.71,0,-1.67,0.8,1,1.36,1,412.59,414.59,1,2,0,#NULL!,-1,0,0,0.01,1,0,0,#NULL!,5.11,0,1,0.87203
910,1,201785.92,64,432.57,434.59,1,9.66,0.5,1,3.42,1,438.54,440.54,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.52,0,1.422,1.422
910,1,201785.92,65,440.56,442.57,1,9.99,0.2,1,0.71,1,443.81,445.81,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.68,0,9.962,9.962
910,1,201785.92,67,451.38,453.39,1,8.12,1,2,0.86,1,454.78,456.78,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,7.48,0,9.1318,9.1318
910,1,201785.92,72,481.52,483.54,1,9.95,0.2,1,1.18,1,485.26,487.26,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.64,0,7.5013,7.5013
910,1,201785.92,73,491.71,493.72,1,10.47,0.5,1,1.31,1,495.57,497.57,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,9.33,0,7.84,7.84
910,1,201785.92,74,497.59,499.61,1,8.33,1,1,0.93,1,501.07,503.07,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,7.69,0,1,-1.4
910,1,201785.92,76,508.82,510.84,1,7.55,1,1,1.15,1,512.52,514.52,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,6.91,0,1,0.20135
910,1,201785.92,77,514.54,516.56,0,-1.55,0.8,2,1.15,1,518.24,520.24,1,2,0,#NULL!,-1,0,0,0.01,1,0,0,#NULL!,4.99,0,1.332,1.332
910,1,201785.92,80,537.48,539.5,1,9.99,0.2,1,1.18,1,541.22,543.22,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.68,0,10.012,10.012
910,3,203252.65,1,0.04,2.07,0,-1.77,1,1,1.29,1,3.89,5.89,1,2,0,#NULL!,-1,0,0,0,1,0,0,#NULL!,4.67,0,10.1918,10.192
910,3,203252.65,4,21.1,23.12,1,9.4,0.2,1,1.06,1,24.72,26.72,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.08,0,7.01,7.01
910,3,203252.65,5,26.75,28.77,1,9.38,0.5,2,1.42,1,30.72,32.72,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.16,0,1,-2.27
910,3,203252.65,7,39.09,41.1,0,-2,1,1,0.93,1,42.57,44.57,1,2,0,#NULL!,-1,0,0,0,1,0,0,#NULL!,4.9,0,1,-2.09
910,3,203252.65,11,65.86,67.88,1,9.99,0.2,2,1.27,1,69.68,71.68,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.67,0,1,-0.35865
910,3,203252.65,12,74.71,76.73,1,9.61,0.5,1,1.04,1,78.32,80.32,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.39,0,1,1.2218
910,3,203252.65,13,80.33,82.35,1,8.12,0.8,1,0.85,1,83.73,85.73,1,2,0,#NULL!,0,1,0,0,0,0,#NULL!,#NULL!,4.76,0,9.282,9.282
910,3,203252.65,14,85.75,87.77,1,7.99,1,2,0.72,1,89.02,91.02,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.1,0,9.1718,9.1718
910,3,203252.65,15,91.03,93.05,0,-1.86,0.8,2,0.84,1,94.42,96.42,1,2,0,#NULL!,-1,0,0,0.01,1,0,0,#NULL!,5.22,0,6.8813,6.8813
910,3,203252.65,20,125.72,127.74,1,10.11,0.5,2,1,1,129.27,131.27,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.89,0,1,-2.32
910,3,203252.65,21,135.14,137.16,1,9.75,0.2,2,1.15,1,138.84,140.84,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.43,0,1,-0.91865
910,3,203252.65,22,140.86,142.87,1,10.15,0.5,2,0.91,1,144.32,146.32,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.93,0,0.712,0.71203
910,3,203252.65,23,146.34,148.36,1,9.89,0.2,1,2.08,1,150.97,152.97,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.57,0,1,1.5418
910,3,203252.65,25,159.62,161.64,1,8.19,1,2,1.17,1,163.34,165.34,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.3,0,9.872,9.872
910,3,203252.65,29,185.66,187.68,1,9.8,0.5,2,1.26,1,189.48,191.48,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.58,0,9.4018,9.4018
910,3,203252.65,30,191.5,193.51,1,10.1,0.2,2,0.63,1,194.68,196.68,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.78,0,7.8413,7.8413
910,3,203252.65,31,199.18,201.19,1,10.25,0.5,1,1.06,1,202.79,204.8,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,9.03,0,7.67,7.67
910,3,203252.65,32,204.81,206.83,1,8.15,1,2,1.54,1,208.89,210.9,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.26,0,1,-2.1387
910,3,203252.65,38,244.4,246.42,1,9.97,0.5,1,1.29,1,248.25,250.25,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.75,0,1,-0.39865
910,3,203252.65,39,250.27,252.29,1,10.07,0.2,1,0.64,1,253.45,255.45,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.75,0,1,0.24179
910,3,203252.65,40,255.47,257.49,1,8.29,1,1,1.42,1,259.44,261.44,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.4,0,1,1.4618
910,3,203252.65,45,288.15,290.16,1,9.78,0.2,2,1.94,1,292.63,294.63,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.46,0,1,0.87203
910,3,203252.65,46,294.65,296.66,1,10.16,0.5,1,0.95,1,298.15,300.15,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.94,0,9.9018,9.9018
910,3,203252.65,47,300.16,302.18,1,8.87,0.8,1,1.11,1,303.83,305.83,1,2,0,#NULL!,0,1,0,0,0,0,#NULL!,#NULL!,5.51,0,9.632,9.632
910,3,203252.65,52,330.78,332.8,1,10.25,0.2,1,0.74,1,334.07,336.07,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.93,0,9.9418,9.9418
910,3,203252.65,53,339.63,341.64,1,9.24,0.2,2,0.73,1,342.91,344.91,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,7.92,0,9.772,9.772
910,3,203252.65,54,344.93,346.95,1,8.13,1,2,0.79,1,348.28,350.28,1,2,0,#NULL!,0,1,0,0,0,0,#NULL!,#NULL!,5.24,0,7.1213,7.1213
910,3,203252.65,55,350.29,352.31,1,8.08,0.8,2,1.23,1,354.08,356.08,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,4.72,0,7.87,7.87
910,3,203252.65,57,361.9,363.91,0,-1.67,0.8,2,0.83,1,365.28,367.28,1,2,0,#NULL!,-1,0,0,0.01,1,0,0,#NULL!,5.03,0,1,-0.49865
910,3,203252.65,60,382.35,384.36,1,9.66,0.5,2,0.98,1,385.88,387.88,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.44,0,1,-0.76
910,3,203252.65,61,390.32,392.33,1,9.99,0.2,2,1.03,1,393.9,395.9,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.67,0,1,1.672
910,3,203252.65,63,401.88,403.9,1,8.12,1,1,0.94,1,405.36,407.36,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.23,0,9.5918,9.5918
910,3,203252.65,67,426.43,428.44,1,9.95,0.2,1,1.24,1,430.21,432.21,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.63,0,9.982,9.982
910,3,203252.65,68,432.23,434.24,1,10.47,0.5,1,0.56,1,435.33,437.33,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,9.25,0,10.0418,10.042
910,3,203252.65,69,437.35,439.36,1,8.33,1,2,0.67,1,440.56,442.56,1,2,0,#NULL!,0,1,0,0,0,0,#NULL!,#NULL!,5.44,0,7.83,7.83
910,3,203252.65,71,448.23,450.25,1,7.55,1,1,1.51,1,452.28,454.28,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,4.66,0,6.7713,6.7713
910,3,203252.65,72,454.3,456.32,0,-1.55,0.8,1,0.68,1,457.53,459.53,1,2,0,#NULL!,-1,0,0,0.01,1,0,0,#NULL!,4.91,0,1,-1.4287
910,3,203252.65,75,475.91,477.93,1,9.99,0.2,1,0.63,1,479.1,481.1,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.67,0,1,-1.62
910,3,203252.65,76,484.64,486.65,1,9.24,0.5,1,0.75,1,487.94,489.94,1,2,0,#NULL!,-1,1,0,0,0,0,#NULL!,1,8.02,0,1,0.54179
910,3,203252.65,77,489.96,491.97,1,7.92,1,1,0.95,1,493.46,495.46,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.03,0,1,1.572
910,3,203252.65,78,495.47,497.49,1,8.08,1,2,0.79,1,498.82,500.82,1,2,0,#NULL!,1,1,0,0,0,0,#NULL!,#NULL!,5.19,0,9.7618,9.7618
911,1,3918.04,1,0.12,2.15,1,9.33,0.2,2,2.22,1,4.92,6.92,1,1,0.04,0,-1,1,0,0.02,0,0,#NULL!,1,8.41,0,9.952,9.952
911,1,3918.04,2,6.95,8.96,1,10.4,0.5,1,3.08,1,12.58,14.58,1,1,0.04,0,-1,1,0,0.01,0,0,#NULL!,1,9.22,0,7.97,7.97
911,1,3918.04,3,14.61,16.65,1,7.79,0.8,2,2.57,1,19.75,21.75,1,1,0.34,1,1,1,0,0.13,0,0,#NULL!,#NULL!,7.49,0,7.6813,7.6813
911,1,3918.04,4,21.78,23.79,0,-2,1,2,1.16,1,25.49,27.49,1,1,0.03,0,-1,0,0,0.02,0,0,0,#NULL!,9.67,0,1,-1.17
911,1,3918.04,7,51.27,53.28,1,9.97,0.2,1,1.43,1,55.25,57.25,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,9.05,0,1,0.24135
911,1,3918.04,8,61.97,63.99,1,9.62,0.5,2,1.27,1,65.79,67.79,1,1,0.06,0,-1,1,0,0.02,0,0,#NULL!,1,8.44,0,1.5218,1.5218
911,1,3918.04,9,67.8,69.82,0,8.15,0.8,2,2.51,1,72.85,74.85,1,1,0.29,1,1,1,1,0.1,0,0,#NULL!,#NULL!,7.85,0,9.662,9.662
911,1,3918.04,10,74.87,76.89,1,7.82,0.2,1,1.46,1,78.89,80.89,1,1,0.08,0,1,1,0,0.04,0,0,#NULL!,#NULL!,6.9,0,9.9518,9.9518
911,1,3918.04,11,85.82,87.84,0,-0.2,1,2,1.14,1,89.52,91.52,1,1,0.08,0,0,0,0,0.07,0,0,#NULL!,#NULL!,7.87,0,8.5913,8.5913
911,1,3918.04,15,120.32,122.34,1,9.25,0.2,2,1.21,1,124.09,126.09,1,1,0.04,0,-1,1,0,0.02,0,0,#NULL!,1,8.33,0,1,-0.78
911,1,3918.04,16,126.1,128.12,1,10.24,0.2,1,1.74,1,130.4,132.4,1,1,0.02,0,-1,1,0,0.01,0,0,#NULL!,1,9.32,0,1,0.34135
911,1,3918.04,18,146.28,148.3,1,7.98,0.5,1,1.55,1,150.38,152.38,1,1,0.13,0,1,1,0,0.04,0,0,#NULL!,#NULL!,6.8,0,1,0.63179
911,1,3918.04,19,152.4,154.42,1,7.25,0.2,1,1.52,1,156.47,158.47,1,1,0.1,0,1,1,0,0.05,0,0,#NULL!,#NULL!,6.33,0,1,0.66203
911,1,3918.04,21,169.34,171.36,0,-0.85,1,2,2.1,1,173.99,175.99,1,1,0.06,0,-1,0,0,0.05,0,0,0,#NULL!,8.52,0,10.132,10.132
911,1,3918.04,25,199.34,201.36,1,10.15,0.8,1,1.9,1,203.79,205.79,1,1,0.12,0,-1,1,0,0.03,0,0,#NULL!,1,9.85,0,9.122,9.122
911,1,3918.04,26,205.81,207.83,1,9.89,0.2,2,1.79,1,210.16,212.16,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,8.97,0,7.81,7.81
911,1,3918.04,28,223.68,225.69,1,7.19,0.2,1,1.71,1,227.94,229.94,1,1,0.1,0,1,1,0,0.05,0,0,#NULL!,#NULL!,6.27,0,7.8013,7.8013
911,1,3918.04,30,235.53,237.54,0,-0.44,1,1,1.13,1,239.21,241.21,1,1,0.07,0,0,0,0,0.06,0,0,#NULL!,#NULL!,8.11,0,6.9713,6.9713
911,1,3918.04,32,257.63,259.65,1,9.8,0.5,1,1.42,1,261.6,263.6,1,1,0.06,0,-1,1,0,0.02,0,0,#NULL!,1,8.62,0,1,-1.9487
911,1,3918.04,33,263.61,265.63,1,10.1,0.5,1,2.1,1,268.27,270.27,1,1,0.05,0,-1,1,0,0.01,0,0,#NULL!,1,8.92,0,1,0.63179
911,1,3918.04,34,270.28,272.3,1,10.25,0.8,2,2.62,1,275.45,277.45,1,1,0.11,0,-1,1,0,0.03,0,0,#NULL!,1,9.95,0,1,1.5318
911,1,3918.04,35,277.47,279.48,1,8.15,0.2,1,1.59,1,281.6,283.6,1,1,0.07,0,1,1,0,0.03,0,0,#NULL!,#NULL!,7.23,0,9.4518,9.4518
911,1,3918.04,38,300.87,302.89,0,-1.3,1,2,1.25,1,304.67,306.67,1,1,0.05,0,-1,0,0,0.04,0,0,0,#NULL!,8.97,0,9.872,9.872
911,1,3918.04,41,321.76,323.77,1,9.05,0.5,2,2.7,1,327.01,329.01,1,1,0.08,0,-1,1,0,0.02,0,0,#NULL!,1,7.87,0,6.8113,6.8113
911,1,3918.04,42,329.02,331.04,1,9.97,0.2,2,1.86,1,333.42,335.42,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,9.05,0,7.8,7.8
911,1,3918.04,43,335.44,337.46,1,8.29,0.5,2,1.19,1,339.19,341.19,1,1,0.12,0,1,1,0,0.04,0,0,#NULL!,#NULL!,7.11,0,1,-1.87
911,1,3918.04,44,341.21,343.22,1,7.96,0.8,2,0.98,1,344.74,346.74,1,1,0.32,1,1,1,0,0.12,0,0,#NULL!,#NULL!,7.66,0,1,-0.79865
911,1,3918.04,45,349.94,351.96,0,-1.55,1,1,1,1,353.49,355.49,1,1,0.04,0,-1,0,0,0.03,0,0,0,#NULL!,9.22,0,1,0.80203
911,1,3918.04,48,367.05,369.06,1,9.78,0.5,1,0.92,1,370.51,372.51,1,1,0.06,0,-1,1,0,0.02,0,0,#NULL!,1,8.6,0,9.832,9.832
911,1,3918.04,49,378.02,380.04,1,10.16,0.8,2,2.33,1,382.9,384.9,1,1,0.12,0,-1,1,0,0.03,0,0,#NULL!,1,9.86,0,10.2618,10.262
911,1,3918.04,57,435.92,437.93,1,10.22,0.5,1,2.67,1,441.14,443.14,1,1,0.05,0,-1,1,0,0.01,0,0,#NULL!,1,9.04,0,8.01,8.01
911,1,3918.04,58,443.15,445.17,1,9.48,0.2,1,2.48,1,448.19,450.19,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,8.56,0,6.9413,6.9413
911,1,3918.04,60,459.29,461.3,1,8.12,0.8,1,1.83,1,463.67,465.67,1,1,0.3,1,1,1,0,0.11,0,0,#NULL!,#NULL!,7.82,0,7.23,7.23
911,1,3918.04,64,493.54,495.55,1,9.66,0.5,1,3.19,1,499.29,501.29,1,1,0.06,0,-1,1,0,0.02,0,0,#NULL!,1,8.48,0,1,-1.8287
911,1,3918.04,65,501.3,503.32,1,9.99,0.2,1,1.99,1,505.85,507.85,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,9.07,0,1,-0.69
911,1,3918.04,66,507.87,509.89,1,7.09,0.8,2,2.45,1,512.87,514.87,1,1,0.45,1,1,1,0,0.18,1,0,#NULL!,#NULL!,6.79,0,1,0.83179
911,1,3918.04,68,525.69,527.71,0,-0.46,1,1,1.19,1,529.43,531.43,1,1,0.07,0,-1,0,0,0.06,0,0,0,#NULL!,8.13,0,9.872,9.872
911,1,3918.04,72,552.11,554.13,1,9.95,0.2,1,0.96,1,555.63,557.63,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,9.03,0,9.0318,9.0318
911,1,3918.04,73,562.95,564.97,1,10.47,0.5,1,1.4,1,566.9,568.9,1,1,0.04,0,-1,1,0,0.01,0,0,#NULL!,1,9.29,0,7.6,7.6
911,1,3918.04,75,576.3,578.32,1,7.22,0.8,1,1.26,1,580.12,582.12,1,1,0.43,1,1,1,0,0.17,1,0,#NULL!,#NULL!,6.92,0,7.76,7.76
911,1,3918.04,78,601.45,603.47,0,-0.37,1,2,1.1,1,605.1,607.1,1,1,0.07,0,0,0,0,0.06,0,0,#NULL!,#NULL!,8.04,0,1,-1.38
911,1,3918.04,80,613.87,615.88,1,9.99,0.2,1,2.97,1,619.38,621.38,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,9.07,0,1,-0.62865
911,3,5406.34,1,0.05,2.08,0,-1.77,1,1,1.85,1,4.46,6.47,1,1,0.04,0,-1,0,0,0.03,0,0,0,#NULL!,7.58,0,9.352,9.352
911,3,5406.34,2,6.5,8.51,0,-0.08,0.8,1,0.71,1,9.75,11.75,1,1,0.17,0,0,0,0,0.27,1,0,#NULL!,#NULL!,7.12,0,9.7718,9.7718
911,3,5406.34,4,22.26,24.27,1,9.4,0.2,1,1.28,1,26.09,28.09,1,1,0.04,0,-1,1,0,0.02,0,0,#NULL!,1,7.59,0,6.9818,6.9818
911,3,5406.34,5,28.11,30.12,1,9.38,0.5,2,0.86,1,31.52,33.52,1,1,0.07,0,-1,1,0,0.02,0,0,#NULL!,1,8.01,0,7.0118,7.0118
911,3,5406.34,7,39.11,41.12,0,-2,1,1,0.42,1,42.07,44.07,1,1,0.03,0,-1,0,0,0.02,0,0,0,#NULL!,7.81,0,1,-1.24
911,3,5406.34,8,52.08,54.09,0,-0.64,0.8,1,0.38,1,55.01,57.01,1,1,0.13,0,0,0,0,0.2,1,0,#NULL!,#NULL!,7.68,0,1,-0.58865
911,3,5406.34,11,72.19,74.21,1,9.99,0.2,2,1.68,1,76.43,78.43,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,8.18,0,1,0.20179
911,3,5406.34,12,84.87,86.88,1,9.61,0.5,1,2.77,1,90.18,92.18,1,1,0.06,0,-1,1,0,0.02,0,0,#NULL!,1,8.24,0,1.5318,1.5318
911,3,5406.34,15,103.51,105.53,0,-1.86,0.8,2,0.83,1,106.9,108.9,1,1,0.08,0,-1,0,0,0.1,0,0,0,#NULL!,8.9,0,1,1.022
911,3,5406.34,16,111.36,113.37,0,-0.12,0.8,2,0.97,1,114.87,116.87,1,1,0.17,0,0,0,0,0.26,1,0,#NULL!,#NULL!,7.16,0,9.662,9.662
911,3,5406.34,20,139.51,141.53,1,10.11,0.5,2,0.79,1,142.87,144.87,1,1,0.05,0,-1,1,0,0.01,0,0,#NULL!,1,8.74,0,9.7818,9.7818
911,3,5406.34,21,149.82,151.83,1,9.75,0.2,2,1.41,1,153.78,155.78,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,7.94,0,7.11,7.11
911,3,5406.34,22,155.8,157.81,1,10.15,0.5,2,0.77,1,159.11,161.11,1,1,0.05,0,-1,1,0,0.01,0,0,#NULL!,1,8.78,0,1,-1.83
911,3,5406.34,23,161.13,163.15,1,9.89,0.2,1,0.5,1,164.18,166.18,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,8.08,0,1,0.48135
911,3,5406.34,26,181.63,183.65,0,-0.22,0.8,1,1.1,1,185.28,187.28,1,1,0.16,0,-1,0,0,0.25,1,0,0,#NULL!,7.26,0,1,0.62179
911,3,5406.34,29,198.33,200.35,1,9.8,0.5,2,1.54,1,202.42,204.42,1,1,0.06,0,-1,1,0,0.02,0,0,#NULL!,1,8.43,0,1,0.99179
911,3,5406.34,30,204.43,206.45,1,10.1,0.2,2,1.23,1,208.22,210.22,1,1,0.03,0,-1,1,0,0.01,0,0,#NULL!,1,8.29,0,1.652,1.652
