subj,run,runstart,trial,Cue1_Onset,Cue2_Onset,response,Reward,Effort,Order,RT,Trigger,ITI_Onset,ITI_Offset,CounterBalance,Site,ModelledDiff,BinaryDiff,TaskDiff,ExpectedChoice,Error,Visit1_ModelDiff,Visit1_BinaryDiff,filter_$,Easy_NonEff,Easy_Eff,IDP,IDP_binary,SVC,SVH
902,1,139443.27,1,0.1,2.13,1,9.33,0.2,2,0.67,1,3.36,5.36,1,2,0.02,0,-1,1,0,0,0,0,#NULL!,1,8.37,0,9.2536,9.2536
902,1,139443.27,2,5.41,7.43,1,10.4,0.5,1,0.56,1,8.53,10.53,1,2,0.03,0,-1,1,0,0,0,0,#NULL!,1,8.9,0,9.4245,9.4245
902,1,139443.27,4,15.77,17.79,0,-2,1,2,0.38,1,18.69,20.69,1,2,0,0,-1,0,0,0,0,0,0,#NULL!,12,0,4.187,4.187
902,1,139443.27,5,26.14,28.16,0,-0.03,0.8,2,0.59,1,29.27,31.27,1,2,0.05,0,0,0,0,0,1,0,#NULL!,#NULL!,7.06,0,1,-8.7
902,1,139443.27,7,36.64,38.66,1,9.97,0.2,1,0.71,1,39.91,41.91,1,2,0.02,0,-1,1,0,0,0,0,#NULL!,1,9.01,0,1,-3.633
902,1,139443.27,8,45.25,47.26,0,9.62,0.5,2,0.77,1,48.56,50.56,1,2,0.05,0,-1,1,1,0,0,0,#NULL!,0,8.12,0,1,0.30454
902,1,139443.27,10,55.91,57.93,1,7.82,0.2,1,0.64,1,59.1,61.1,1,2,0.05,0,1,1,0,0,0,0,#NULL!,#NULL!,6.86,0,9.8936,9.8936
902,1,139443.27,11,64.72,66.73,0,-0.2,1,2,0.59,1,67.85,69.85,1,2,0.01,0,0,0,0,0,0,0,#NULL!,#NULL!,10.2,0,1,8.6445
902,1,139443.27,12,69.86,71.88,0,-0.8,0.8,2,0.57,1,73,75,1,2,0.04,0,0,0,0,0,0,0,#NULL!,#NULL!,7.83,0,4.547,4.547
902,1,139443.27,15,89.02,91.04,1,9.25,0.2,2,0.63,1,92.21,94.21,1,2,0.02,0,-1,1,0,0,0,0,#NULL!,1,8.29,0,7.7436,7.7436
902,1,139443.27,16,94.22,96.24,1,10.24,0.2,1,0.57,1,97.36,99.36,1,2,0.01,0,-1,1,0,0,0,0,#NULL!,1,9.28,0,1,-6.9
902,1,139443.27,18,110.66,112.67,1,7.98,0.5,1,0.7,1,113.91,115.91,1,2,0.11,1,1,1,0,0,0,0,#NULL!,#NULL!,6.48,0,1,-4.403
902,1,139443.27,19,115.92,117.94,1,7.25,0.2,1,0.59,1,119.06,121.06,1,2,0.07,0,1,1,0,0,0,0,#NULL!,#NULL!,6.29,0,1,0.52363
902,1,139443.27,20,121.07,123.09,0,-1.35,0.8,1,0.56,1,124.17,126.17,1,2,0.03,0,-1,0,0,0,0,0,0,#NULL!,8.38,0,1,0.29454
902,1,139443.27,21,130.58,132.6,0,-0.85,1,2,0.45,1,133.58,135.58,1,2,0,0,-1,0,0,0,0,0,0,#NULL!,10.85,0,9.1736,9.1736
902,1,139443.27,26,159.32,161.34,1,9.89,0.2,2,0.51,1,162.39,164.39,1,2,0.02,0,-1,1,0,0,0,0,#NULL!,1,8.93,0,10.1636,10.164
902,1,139443.27,28,172.41,174.43,1,7.19,0.2,1,0.61,1,175.58,177.58,1,2,0.07,1,1,1,0,0,0,0,#NULL!,#NULL!,6.23,0,1,1.43
902,1,139443.27,29,177.59,179.61,0,-0.22,0.8,2,0.71,1,180.84,182.84,1,2,0.05,0,0,0,0,0,0,0,#NULL!,#NULL!,7.25,0,7.0045,7.0045
902,1,139443.27,30,182.86,184.88,0,-0.44,1,1,0.42,1,185.83,187.83,1,2,0.01,0,0,0,0,0,0,0,#NULL!,#NULL!,10.44,0,7.1736,7.1736
902,1,139443.27,32,195.88,197.89,1,9.8,0.5,1,0.54,1,198.98,200.98,1,2,0.04,0,-1,1,0,0,0,0,#NULL!,1,8.3,0,1,-4.953
902,1,139443.27,33,200.99,203.01,1,10.1,0.5,1,0.56,1,204.11,206.11,1,2,0.04,0,-1,1,0,0,0,0,#NULL!,1,8.6,0,1,-7.55
902,1,139443.27,35,211.33,213.34,1,8.15,0.2,1,0.57,1,214.44,216.44,1,2,0.04,0,1,1,0,0,0,0,#NULL!,#NULL!,7.19,0,1,0.44363
902,1,139443.27,36,216.46,218.48,1,7.05,0.5,2,0.54,1,219.56,221.56,1,2,0.18,1,1,1,0,0,0,0,#NULL!,#NULL!,5.55,0,1,-0.025464
902,1,139443.27,37,227.05,229.06,0,-1.15,0.8,1,0.41,1,230.01,232.01,1,2,0.03,0,-1,0,0,0,0,0,0,#NULL!,8.18,0,1,4.05
902,1,139443.27,38,235.79,237.81,0,-1.3,1,2,0.37,1,238.72,240.72,1,2,0,0,-1,0,0,0,0,0,0,#NULL!,11.3,0,6.547,6.547
902,1,139443.27,41,251.52,253.54,1,9.05,0.5,2,0.72,1,254.79,256.79,1,2,0.06,0,-1,1,0,0,0,0,#NULL!,1,7.55,0,9.8136,9.8136
902,1,139443.27,42,256.81,258.82,1,9.97,0.2,2,0.61,1,259.97,261.97,1,2,0.02,0,-1,1,0,0,0,0,#NULL!,1,9.01,0,0.7,0.7
902,1,139443.27,43,261.99,264.01,1,8.29,0.5,2,0.56,1,265.09,267.09,1,2,0.1,1,1,1,0,0,0,0,#NULL!,#NULL!,6.79,0,7.1136,7.1136
902,1,139443.27,45,274.49,276.51,0,-1.55,1,1,0.54,1,277.59,279.59,1,2,0,0,-1,0,0,0,0,0,0,#NULL!,11.55,0,1,-3.823
902,1,139443.27,46,279.61,281.63,0,-0.52,0.8,1,0.75,1,282.91,284.91,1,2,0.04,0,0,0,0,0,0,0,#NULL!,#NULL!,7.55,0,1,-7.14
902,1,139443.27,48,290.11,292.13,1,9.78,0.5,1,0.58,1,293.24,295.24,1,2,0.04,0,-1,1,0,0,0,0,#NULL!,1,8.28,0,1.6136,1.6136
902,1,139443.27,50,304.25,306.27,1,7.34,0.5,2,0.52,1,307.32,309.32,1,2,0.16,1,1,1,0,0,0,0,#NULL!,#NULL!,5.84,0,8.8245,8.8245
902,1,139443.27,52,314.48,316.5,0,-1.46,0.8,1,0.62,1,317.65,319.65,1,2,0.02,0,-1,0,0,0,0,0,0,#NULL!,8.49,0,9.1245,9.1245
902,1,139443.27,55,336.09,338.11,0,1.46,1,1,0.45,1,339.09,341.09,1,2,0.02,0,1,0,0,0,0,0,#NULL!,#NULL!,8.54,0,6.647,6.647
902,1,139443.27,57,346.29,348.31,1,10.22,0.5,1,0.61,1,349.44,351.44,1,2,0.03,0,-1,1,0,0,0,0,#NULL!,1,8.72,0,8.0736,8.0736
902,1,139443.27,58,351.46,353.48,1,9.48,0.2,1,0.58,1,354.59,356.59,1,2,0.02,0,-1,1,0,0,0,0,#NULL!,1,8.52,0,6.0745,6.0745
902,1,139443.27,61,366.98,369,0,-1.67,0.8,1,0.38,1,369.91,371.91,1,2,0.02,0,-1,0,0,0,0,0,0,#NULL!,8.7,0,1,-4.753
902,1,139443.27,64,388.26,390.27,1,9.66,0.5,1,0.63,1,391.44,393.44,1,2,0.05,0,-1,1,0,0,0,0,#NULL!,1,8.16,0,1,-8
902,1,139443.27,65,393.45,395.47,1,9.99,0.2,1,0.48,1,396.49,398.49,1,2,0.02,0,-1,1,0,0,0,0,#NULL!,1,9.03,0,0.7745,0.77454
902,1,139443.27,68,411.02,413.04,0,-0.46,1,1,0.34,1,413.92,415.92,1,2,0.01,0,-1,0,0,0,0,0,0,#NULL!,10.46,0,1,0.81363
902,1,139443.27,69,415.94,417.95,0,0.62,0.8,1,0.34,1,418.82,420.82,1,2,0.08,1,0,0,0,0,1,0,#NULL!,#NULL!,6.41,0,8.0745,8.0745
902,1,139443.27,72,430.67,432.69,1,9.95,0.2,1,0.6,1,433.82,435.82,1,2,0.02,0,-1,1,0,0,0,0,#NULL!,1,8.99,0,9.8936,9.8936
902,1,139443.27,73,439.58,441.59,1,10.47,0.5,1,0.64,1,442.76,444.76,1,2,0.03,0,-1,1,0,0,0,0,#NULL!,1,8.97,0,7.3145,7.3145
902,1,139443.27,77,460.55,462.56,0,-1.55,0.8,2,0.61,1,463.71,465.71,1,2,0.02,0,-1,0,0,0,0,0,0,#NULL!,8.58,0,4.357,4.357
902,1,139443.27,78,471.71,473.72,0,-0.37,1,2,0.43,1,474.69,476.69,1,2,0.01,0,0,0,0,0,0,0,#NULL!,#NULL!,10.37,0,1,-8.25
902,1,139443.27,80,482.29,484.3,0,9.99,0.2,1,0.65,1,485.49,487.49,1,2,0.02,0,-1,1,1,0,0,0,#NULL!,0,9.03,0,1,-4.123
902,3,141062.06,1,0.04,2.07,0,-1.77,1,1,0.56,1,3.17,5.17,1,1,0,0,-1,0,0,0,0,0,0,#NULL!,11.77,0,0.8436,0.84363
902,3,141062.06,4,22.83,24.84,1,9.4,0.2,1,0.66,1,26.03,28.03,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,7.61,0,8.8045,8.8045
902,3,141062.06,5,28.05,30.06,0,9.38,0.5,2,1.17,1,31.76,33.76,1,1,0.01,0,-1,1,1,0,0,0,#NULL!,0,8.15,0,6.557,6.557
902,3,141062.06,7,39.16,41.18,0,-2,1,1,0.54,1,42.25,44.25,1,1,0,0,-1,0,0,0,0,0,0,#NULL!,12,0,6.3645,6.3645
902,3,141062.06,11,112.15,114.17,1,9.99,0.2,2,0.71,1,115.42,117.42,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.2,0,1,1.38
902,3,141062.06,12,120.81,122.82,1,9.61,0.5,1,0.69,1,124.06,126.06,1,1,0.01,0,-1,1,0,0,0,0,#NULL!,1,8.38,0,1,-5.063
902,3,141062.06,13,126.08,128.09,1,8.12,0.8,1,1.03,1,129.66,131.66,1,1,0.18,1,0,1,0,0,1,0,#NULL!,#NULL!,4.76,0,1,-0.98546
902,3,141062.06,15,137.04,139.06,0,-1.86,0.8,2,0.63,1,140.23,142.23,1,1,0.01,0,-1,0,0,0,0,0,0,#NULL!,5.22,0,1,-0.055464
902,3,141062.06,20,168.19,170.21,1,10.11,0.5,2,0.67,1,171.41,173.41,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.88,0,1,-5.24
902,3,141062.06,21,177.12,179.14,1,9.75,0.2,2,0.63,1,180.31,182.31,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,7.96,0,1,-0.12546
902,3,141062.06,22,182.32,184.34,1,10.15,0.5,2,0.71,1,185.59,187.59,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.92,0,9.2445,9.2445
902,3,141062.06,23,187.61,189.62,1,9.89,0.2,1,0.66,1,190.82,192.82,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.1,0,9.4036,9.4036
902,3,141062.06,27,210.69,212.71,0,-0.44,1,2,0.51,1,213.76,215.76,1,1,0,0,-1,0,0,0,0,0,0,#NULL!,10.44,0,1,1.22
902,3,141062.06,29,221.09,223.11,1,9.8,0.5,2,0.54,1,224.17,226.17,1,1,0.01,0,-1,1,0,0,0,0,#NULL!,1,8.57,0,4.517,4.517
902,3,141062.06,30,226.19,228.21,1,10.1,0.2,2,0.76,1,229.49,231.49,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.31,0,1,-5.273
902,3,141062.06,31,234.06,236.07,1,10.25,0.5,1,0.71,1,237.31,239.31,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.02,0,1,0.76363
902,3,141062.06,34,254.89,256.9,0,-1.15,0.8,2,0.77,1,258.2,260.2,1,1,0.02,0,-1,0,0,0,0,0,0,#NULL!,4.51,0,0.7645,0.76454
902,3,141062.06,35,260.22,262.24,0,-1.3,1,1,0.53,1,263.3,265.3,1,1,0,0,-1,0,0,0,0,0,0,#NULL!,11.3,0,8.6845,8.6845
902,3,141062.06,38,279.38,281.4,1,9.97,0.5,1,0.6,1,282.53,284.53,1,1,0.01,0,-1,1,0,0,0,0,#NULL!,1,8.74,0,9.9136,9.9136
902,3,141062.06,39,284.55,286.57,1,10.07,0.2,1,0.57,1,287.67,289.67,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.28,0,3.487,3.487
902,3,141062.06,41,294.82,296.83,1,7.96,0.8,1,0.62,1,297.98,299.98,1,1,0.21,1,1,1,0,0,1,0,#NULL!,#NULL!,4.6,0,1,1.42
902,3,141062.06,42,302.1,304.12,0,-0.85,1,1,0.64,1,305.3,307.3,1,1,0,0,-1,0,0,0,0,0,0,#NULL!,10.85,0,1,-7.16
902,3,141062.06,45,320.24,322.26,1,9.78,0.2,2,0.77,1,323.56,325.56,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,7.99,0,1,-2.983
902,3,141062.06,46,325.58,327.6,1,10.16,0.5,1,0.7,1,328.83,330.83,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.93,0,1,-0.13546
902,3,141062.06,47,330.85,332.86,1,8.87,0.8,1,0.66,1,334.06,336.06,1,1,0.11,1,0,1,0,0,1,0,#NULL!,#NULL!,5.51,0,1,0.70363
902,3,141062.06,48,336.08,338.1,0,-0.46,1,1,0.35,1,338.98,340.98,1,1,0,0,-1,0,0,0,0,0,0,#NULL!,10.46,0,9.8736,9.8736
902,3,141062.06,52,360.44,362.46,1,10.25,0.2,1,0.85,1,363.84,365.84,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.46,0,9.4945,9.4945
902,3,141062.06,53,369.58,371.6,1,9.24,0.2,2,0.8,1,372.93,374.93,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,7.45,0,1,1.63
902,3,141062.06,55,380.23,382.25,1,8.08,0.8,2,0.89,1,383.67,385.67,1,1,0.19,1,1,1,0,0,1,0,#NULL!,#NULL!,4.72,0,1,3.617
902,3,141062.06,57,390.93,392.95,0,-1.67,0.8,2,0.6,1,394.08,396.08,1,1,0.01,0,-1,0,0,0,0,0,0,#NULL!,5.03,0,1,0.85
902,3,141062.06,60,410.9,412.92,1,9.66,0.5,2,0.7,1,414.15,416.15,1,1,0.01,0,-1,1,0,0,0,0,#NULL!,1,8.43,0,1,-5.153
902,3,141062.06,61,419.37,421.39,1,9.99,0.2,2,0.77,1,422.69,424.69,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.2,0,1,-7.07
902,3,141062.06,64,437.87,439.89,0,-1.55,1,2,0.68,1,441.11,443.11,1,1,0,0,-1,0,0,0,0,0,0,#NULL!,11.55,0,1,0.064536
902,3,141062.06,67,453.33,455.34,1,9.95,0.2,1,0.53,1,456.41,458.41,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.16,0,1,9.9136
902,3,141062.06,68,458.43,460.44,1,10.47,0.5,1,0.58,1,461.56,463.56,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.24,0,1,-6.97
902,3,141062.06,72,479.59,481.61,0,-1.55,0.8,1,0.5,1,482.64,484.65,1,1,0.01,0,-1,0,0,0,0,0,0,#NULL!,4.91,0,1,-4.003
902,3,141062.06,73,491.63,493.64,0,-0.37,1,1,0.54,1,494.73,496.73,1,1,0,0,0,0,0,0,0,0,#NULL!,#NULL!,10.37,0,1,0.22454
902,3,141062.06,75,502.1,504.11,1,9.99,0.2,1,0.9,1,505.55,507.55,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.2,0,1,0.72363
902,3,141062.06,76,511.25,513.26,1,9.24,0.5,1,0.73,1,514.53,516.53,1,1,0.01,0,-1,1,0,0,0,0,#NULL!,1,8.01,0,9.3945,9.3945
902,3,141062.06,79,531.09,533.11,0,-1.06,1,1,0.4,1,534.04,536.04,1,1,0,0,-1,0,0,0,0,0,0,#NULL!,11.06,0,9.1736,9.1736
904,1,638962.1,1,0.11,2.14,1,9.33,0.2,2,0.83,1,3.52,5.52,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.33,0,6.1945,6.1945
904,1,638962.1,2,5.55,7.57,1,10.4,0.5,1,0.69,1,8.79,10.79,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.26,0,6.3545,6.3545
904,1,638962.1,4,16.14,18.15,0,-2,1,2,0.61,1,19.28,21.28,1,1,0,1,-1,0,0,0,1,0,0,#NULL!,6.11,0,1,-8.62
904,1,638962.1,7,43.02,45.03,1,9.97,0.2,1,0.86,1,46.43,48.43,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.97,0,1,-3.913
904,1,638962.1,8,51.73,53.75,1,9.62,0.5,2,1.05,1,55.33,57.33,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.48,0,1,-0.23546
904,1,638962.1,9,57.35,59.37,1,8.15,0.8,2,1.21,1,61.12,63.12,1,1,0,0,1,1,0,0,0,0,#NULL!,#NULL!,4.71,0,1.0636,1.0636
904,1,638962.1,10,63.13,65.15,1,7.82,0.2,1,0.52,1,66.2,68.2,1,1,0,1,1,1,0,0,0,0,#NULL!,#NULL!,7.82,0,10.0236,10.024
904,1,638962.1,15,93.54,95.55,1,9.25,0.2,2,0.85,1,96.94,98.94,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.25,0,8.5745,8.5745
904,1,638962.1,16,98.96,100.97,1,10.24,0.2,1,0.78,1,102.29,104.29,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,10.24,0,1,4.277
904,1,638962.1,18,113.52,115.54,1,7.98,0.5,1,1.35,1,117.42,119.42,1,1,0,1,1,1,0,0,0,0,#NULL!,#NULL!,6.84,0,1,1.2
904,1,638962.1,19,119.44,121.46,1,7.25,0.2,1,0.8,1,122.79,124.79,1,1,0,1,1,1,0,0,0,0,#NULL!,#NULL!,7.25,0,1,0.52
904,1,638962.1,20,124.81,126.83,0,-1.35,0.8,1,0.41,1,127.78,129.78,1,1,0.01,1,-1,0,0,0,1,0,0,#NULL!,4.79,0,1,-8.21
904,1,638962.1,21,134.24,136.26,0,-0.85,1,2,0.86,1,137.66,139.66,1,1,0.02,1,-1,0,0,0,1,0,0,#NULL!,4.96,0,-3.843,-3.843
904,1,638962.1,24,150.7,152.71,1,10.75,1,1,0.42,1,153.66,155.66,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,6.64,0,1,-0.14546
904,1,638962.1,25,159.84,161.86,1,10.15,0.8,1,0.63,1,163.03,165.03,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,6.71,0,1.1236,1.1236
904,1,638962.1,26,165.04,167.06,1,9.89,0.2,2,0.66,1,168.24,170.24,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.89,0,1.4136,1.4136
904,1,638962.1,28,177.95,179.96,1,7.19,0.2,1,1.41,1,181.91,183.91,1,1,0,1,1,1,0,0,0,0,#NULL!,#NULL!,7.19,0,9.7036,9.7036
904,1,638962.1,30,189.19,191.21,0,-0.44,1,1,0.62,1,192.36,194.36,1,1,0.05,1,0,0,0,0,1,0,#NULL!,#NULL!,4.55,0,10.0145,10.015
904,1,638962.1,32,202.65,204.66,1,9.8,0.5,1,0.82,1,206.01,208.02,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.66,0,0.73,0.73
904,1,638962.1,33,208.03,210.05,1,10.1,0.5,1,1.15,1,211.73,213.73,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.96,0,1,-6.75
904,1,638962.1,34,213.75,215.77,1,10.25,0.8,2,0.82,1,217.12,219.12,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,6.81,0,1,-4.453
904,1,638962.1,35,219.13,221.15,1,8.15,0.2,1,1.19,1,222.87,224.87,1,1,0,0,1,1,0,0,0,0,#NULL!,#NULL!,8.15,0,1,-0.45546
904,1,638962.1,36,224.88,226.9,1,7.05,0.5,2,0.91,1,228.35,230.35,1,1,0,1,1,1,0,0,1,0,#NULL!,#NULL!,5.91,0,1,1.5736
904,1,638962.1,37,235.55,237.57,0,-1.15,0.8,1,0.7,1,238.8,240.8,1,1,0.01,1,-1,0,0,0,1,0,0,#NULL!,4.59,0,9.7536,9.7536
904,1,638962.1,38,244.95,246.96,0,-1.3,1,2,0.78,1,248.28,250.28,1,1,0.01,1,-1,0,0,0,1,0,0,#NULL!,5.41,0,9.3645,9.3645
904,1,638962.1,41,261.91,263.93,1,9.05,0.5,2,0.97,1,265.43,267.43,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,7.91,0,5.077,5.077
904,1,638962.1,42,267.45,269.46,1,9.97,0.2,2,1.74,1,271.73,273.73,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.97,0,4.367,4.367
904,1,638962.1,43,273.75,275.76,1,8.29,0.5,2,1.15,1,277.45,279.45,1,1,0,0,1,1,0,0,0,0,#NULL!,#NULL!,7.15,0,1,0.82
904,1,638962.1,44,279.46,281.48,1,7.96,0.8,2,0.87,1,282.88,284.88,1,1,0,1,1,1,0,0,0,0,#NULL!,#NULL!,4.52,0,1,-7.59
904,1,638962.1,45,288.45,290.46,0,-1.55,1,1,0.82,1,291.82,293.82,1,1,0,1,-1,0,0,0,1,0,0,#NULL!,5.66,0,1,-3.413
904,1,638962.1,48,304.43,306.45,1,9.78,0.5,1,0.64,1,307.62,309.62,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.64,0,1,0.67454
904,1,638962.1,49,314.79,316.81,1,10.16,0.8,2,1,1,318.34,320.34,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,6.72,0,1.5436,1.5436
904,1,638962.1,50,320.36,322.38,1,7.34,0.5,2,0.8,1,323.71,325.71,1,1,0,1,1,1,0,0,0,0,#NULL!,#NULL!,6.2,0,10.1836,10.184
904,1,638962.1,52,331.26,333.28,0,-1.46,0.8,1,0.32,1,334.13,336.13,1,1,0,1,-1,0,0,0,1,0,0,#NULL!,4.9,0,1,1.54
904,1,638962.1,57,364.78,366.8,1,10.22,0.5,1,0.97,1,368.3,370.3,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.08,0,4.387,4.387
904,1,638962.1,58,370.32,372.33,1,9.48,0.2,1,0.99,1,373.85,375.85,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.48,0,1,-7.66
904,1,638962.1,60,381.22,383.24,1,8.12,0.8,1,0.95,1,384.72,386.72,1,1,0,0,1,1,0,0,0,0,#NULL!,#NULL!,4.68,0,1,-0.34546
904,1,638962.1,61,386.74,388.75,0,-1.67,0.8,1,0.64,1,389.92,391.92,1,1,0,1,-1,0,0,0,1,0,0,#NULL!,5.11,0,1.3736,1.3736
904,1,638962.1,64,411.87,413.88,1,9.66,0.5,1,1.18,1,415.6,417.6,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.52,0,10.4736,10.474
904,1,638962.1,65,417.61,419.63,1,9.99,0.2,1,0.76,1,420.93,422.93,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.99,0,9.2445,9.2445
904,1,638962.1,68,436.09,438.11,0,-0.46,1,1,0.71,1,439.36,441.36,1,1,0.05,1,-1,0,0,0,1,0,0,#NULL!,4.57,0,3.727,3.727
904,1,638962.1,72,458.48,460.5,1,9.95,0.2,1,0.92,1,461.95,463.95,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.95,0,1,3.867
904,1,638962.1,73,467.01,469.03,1,10.47,0.5,1,0.59,1,470.15,472.15,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.33,0,1,1.25
904,1,638962.1,77,488.35,490.37,0,-1.55,0.8,2,0.69,1,491.6,493.6,1,1,0,1,-1,0,0,0,1,0,0,#NULL!,4.99,0,1,-7.92
904,1,638962.1,78,498.48,500.5,0,-0.37,1,2,0.82,1,501.85,503.85,1,1,0.06,1,0,0,0,0,1,0,#NULL!,#NULL!,4.48,0,1,-3.763
904,1,638962.1,80,510.28,512.3,1,9.99,0.2,1,0.57,1,513.4,515.4,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.99,0,1,-2.983
904,3,640310.65,1,0.04,2.08,0,-1.77,1,1,0.41,1,3.01,5.01,1,1,0,1,-1,0,0,0,1,0,0,#NULL!,4.67,0,1.4336,1.4336
904,3,640310.65,4,19.78,21.8,1,9.4,0.2,1,0.49,1,22.82,24.82,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.4,0,9.1445,9.1445
904,3,640310.65,5,24.83,26.85,1,9.38,0.5,2,0.89,1,28.27,30.27,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,7.52,0,9.9136,9.9136
904,3,640310.65,7,35.93,37.95,0,-2,1,1,0.38,1,38.87,40.87,1,1,0,1,-1,0,0,0,1,0,0,#NULL!,4.9,0,1,1.37
904,3,640310.65,11,60.37,62.39,1,9.99,0.2,2,1.5,1,64.42,66.42,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.99,0,4.357,4.357
904,3,640310.65,12,69.01,71.03,1,9.61,0.5,1,1,1,72.56,74.56,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,7.75,0,1,-7.96
904,3,640310.65,13,74.58,76.6,1,8.12,0.8,1,1.25,1,78.38,80.38,1,1,0,0,0,1,0,0,0,0,#NULL!,#NULL!,4.76,0,1,-0.13546
904,3,640310.65,14,80.4,82.42,1,7.99,1,2,0.73,1,83.68,85.68,1,1,0,1,1,1,0,0,0,0,#NULL!,#NULL!,5.1,0,1.2536,1.2536
904,3,640310.65,15,85.7,87.72,0,-1.86,0.8,2,0.86,1,89.12,91.12,1,1,0,1,-1,0,0,0,1,0,0,#NULL!,5.22,0,9.1636,9.1636
904,3,640310.65,20,120.96,122.98,1,10.11,0.5,2,1.05,1,124.56,126.56,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.25,0,9.1445,9.1445
904,3,640310.65,21,130.82,132.83,1,9.75,0.2,2,0.72,1,134.08,136.08,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.75,0,3.877,3.877
904,3,640310.65,22,136.1,138.11,1,10.15,0.5,2,0.83,1,139.48,141.48,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.29,0,1,0.52
904,3,640310.65,23,141.5,143.51,1,9.89,0.2,1,0.61,1,144.66,146.66,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,9.89,0,1,-7.85
904,3,640310.65,25,152.06,154.08,1,8.19,1,2,0.83,1,155.45,157.45,1,1,0,0,1,1,0,0,0,0,#NULL!,#NULL!,5.3,0,1,-4.143
904,3,640310.65,29,175.63,177.65,1,9.8,0.5,2,0.93,1,179.11,181.11,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,7.94,0,1,-0.055464
904,3,640310.65,30,181.13,183.15,1,10.1,0.2,2,0.94,1,184.61,186.61,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,10.1,0,1,0.91363
904,3,640310.65,31,190.87,192.88,1,10.25,0.5,1,1.03,1,194.45,196.45,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.39,0,1.4636,1.4636
904,3,640310.65,32,196.46,198.48,1,8.15,1,2,0.83,1,199.85,201.85,1,1,0,0,1,1,0,0,0,0,#NULL!,#NULL!,5.26,0,10.0036,10.004
904,3,640310.65,34,210.78,212.8,0,-1.15,0.8,2,0.61,1,213.95,215.95,1,1,0.01,1,-1,0,0,0,1,0,0,#NULL!,4.51,0,8.3645,8.3645
904,3,640310.65,38,236.1,238.11,1,9.97,0.5,1,0.67,1,239.31,241.31,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,8.11,0,4.177,4.177
904,3,640310.65,39,241.33,243.35,1,10.07,0.2,1,0.61,1,244.5,246.5,1,1,0,0,-1,1,0,0,0,0,#NULL!,1,10.07,0,1,1.46
904,3,640310.65,40,246.51,248.53,1,8.29,1,1,1.23,1,250.3,252.3,1,1,0,0,1,1,0,0,0,0,#NULL!,#NULL!,5.4,0,1,-7.78
