,condition,mean,std,2.5q,25q,50q,75q,97.5q,mc err
47,v_C(trial_type)[easy]_subj.913.0,0.15021554606801638,0.09630716922049574,-0.015588381055329559,0.08129834139288834,0.14587504792970735,0.2107460219056353,0.35847477433397956,0.004410321696841751
48,v_C(trial_type)[easy]_subj.914.0,0.01981871189462874,0.08161724263900752,-0.15263214644114992,-0.029562828357336757,0.024213715070595707,0.0721707659908585,0.16878784409880865,0.0034015911737197866
49,v_C(trial_type)[hard],0.46008982758844486,0.2110261286176174,0.0413845955602013,0.3255295678758601,0.4625413991994281,0.5898125041445945,0.8738385443604281,0.00476009589995482
50,v_C(trial_type)[hard]_std,0.6226720814940017,0.17739330894637087,0.373661962376719,0.5006575833388596,0.5923308483099599,0.7101518631694114,1.064773189016142,0.005942319098065719
51,v_C(trial_type)[hard]_subj.902.0,0.046272263500551386,0.1456701386023596,-0.24952622947486852,-0.04690705395477973,0.05006870810043737,0.14300534850229313,0.3199740148429376,0.0042983476335319935
52,v_C(trial_type)[hard]_subj.904.0,0.6194473361816002,0.11667424211271052,0.39259653468540784,0.5408782760348138,0.619174241629396,0.6993621468272198,0.8500373266159651,0.003683179550346824
53,v_C(trial_type)[hard]_subj.906.0,0.6720619598088962,0.09974438093856741,0.47270999186653295,0.6025177503653906,0.6734266466234012,0.7415150134641804,0.8769954427789968,0.0033415473586368297
54,v_C(trial_type)[hard]_subj.907.0,-0.8479356655068322,0.11617973860893901,-1.0730548542772314,-0.9233100095241276,-0.8505899511825519,-0.7692764583275158,-0.6199644141106266,0.0036990113942629473
55,v_C(trial_type)[hard]_subj.908.0,1.0015618373483737,0.14493695371824697,0.7300789374327616,0.8991734799230086,1.0019768664565927,1.1020473552997097,1.2885554224025513,0.004575342961066256
56,v_C(trial_type)[hard]_subj.910.0,0.6790869170176741,0.10745296774129486,0.47049884941604186,0.6089696092760812,0.6791907557749497,0.7517429829411602,0.8858184986982842,0.0036577414256785757
57,v_C(trial_type)[hard]_subj.911.0,0.23020024964548788,0.09862827387462444,0.029642775681113065,0.16510918769375663,0.22740470345616262,0.2963666963614418,0.41725533427843103,0.003831494199582606
58,v_C(trial_type)[hard]_subj.912.0,0.793669490871729,0.12721372337746054,0.538169099453319,0.7072678109263575,0.7958023893921067,0.8800178866758336,1.043341150971095,0.0036068940217822082
59,v_C(trial_type)[hard]_subj.913.0,0.5928894436232763,0.12769140508792373,0.34519901404806447,0.5054013768769761,0.592838169375164,0.6831510724387535,0.8397200146817776,0.004327799851960857
60,v_C(trial_type)[hard]_subj.914.0,0.6807651172089787,0.12481264080559551,0.4334896161239868,0.6006526806417622,0.6821379693762151,0.7658513221180813,0.9151879272868243,0.0045306632241140015
61,v_C(site_loc)[T.dACC],-0.2762711475293278,0.07392042753291857,-0.4292954686256013,-0.3231809151731355,-0.27543124375390277,-0.2276872148526935,-0.13483604282546394,0.004214576756532454
62,v_C(site_loc)[T.dACC]_std,0.13328857481774747,0.06521951452206129,0.0369311707347047,0.0870085755593954,0.12418272960635313,0.16806593978655204,0.2894218316574253,0.003670874876652603
63,v_C(site_loc)[T.dACC]_subj.902.0,-0.22550133520233298,0.11295993600805285,-0.4477661138960392,-0.29796858416216015,-0.2289336339993506,-0.15533879826559716,0.012154004089948434,0.005019757151988237
64,v_C(site_loc)[T.dACC]_subj.904.0,-0.3409602322675011,0.10564514859455683,-0.5583158214378575,-0.4097613009358731,-0.3397847426255835,-0.2661055756222596,-0.15080097952336852,0.005100908757327194
65,v_C(site_loc)[T.dACC]_subj.906.0,-0.15675041417332877,0.11094495377223296,-0.349513051270168,-0.23508412698250541,-0.16505874827378447,-0.09141076430046735,0.08200801682552156,0.005730654358574131
66,v_C(site_loc)[T.dACC]_subj.907.0,-0.3574123089548528,0.10353566360250745,-0.5813956995287902,-0.42476048027706287,-0.35464995324462495,-0.2836531339550451,-0.1695929284001314,0.004906145051050798
67,v_C(site_loc)[T.dACC]_subj.908.0,-0.3060798336107171,0.1135186503102703,-0.5470853995802435,-0.3784041459423883,-0.30268667077100386,-0.22819123146760717,-0.09201344270963621,0.004855600732478826
68,v_C(site_loc)[T.dACC]_subj.910.0,-0.18866771690652764,0.09863398693685584,-0.36862289172816287,-0.2574999447067617,-0.19257189199850638,-0.1212062753022117,0.020134439570024004,0.004778527220488015
69,v_C(site_loc)[T.dACC]_subj.911.0,-0.3060087788158373,0.09476076110944064,-0.5029193657697015,-0.36663377496897026,-0.30365882397144967,-0.239745064446763,-0.1352317902408512,0.005101692712458248
70,v_C(site_loc)[T.dACC]_subj.912.0,-0.2974568820427462,0.1008701387405995,-0.4981842251605763,-0.3631081016338022,-0.29469432855832167,-0.22994713780072995,-0.10323868764108979,0.004882867238820357
71,v_C(site_loc)[T.dACC]_subj.913.0,-0.20423487737674592,0.11136653053988745,-0.41321211653316103,-0.27663993204495246,-0.20855288294451063,-0.13286306251420316,0.027144932999492694,0.0054235049825108
72,v_C(site_loc)[T.dACC]_subj.914.0,-0.38640230091840144,0.11523622346014742,-0.6124460496352623,-0.4675886205305556,-0.38111686943976825,-0.3024350006435395,-0.1750270975822225,0.005603188449611078
73,v_C(trial_type)[T.hard]:C(site_loc)[T.dACC],0.4510482897493413,0.08830028665946248,0.2758511473884609,0.39256114340568427,0.4502130457209724,0.5117457761996479,0.6287786491489284,0.0057017371243833935
74,a_C(trial_type)[easy],1.768654432797694,0.11377518052317705,1.552358828071939,1.6926886090323685,1.7652034146750284,1.8389769358931511,2.0112550256876367,0.002737314045348569
75,a_C(trial_type)[easy]_std,0.3461941009861376,0.10009384537313862,0.20646467111199363,0.2772301907245087,0.3288545321958709,0.3955729060571942,0.588045268615181,0.003419250889330033
76,a_C(trial_type)[easy]_subj.902.0,1.4373370377370427,0.05450964197020864,1.3323499152277367,1.4006123067584468,1.4377971753056202,1.4743432244257768,1.5486280295156425,0.0014809849464722013
77,a_C(trial_type)[easy]_subj.904.0,1.918391075854674,0.06792408445683629,1.7889282580124415,1.8727357256817472,1.9150878213169304,1.9626063760789247,2.061252819063471,0.0021277425094312014
78,a_C(trial_type)[easy]_subj.906.0,1.878004037413366,0.06567924903656673,1.7564467543142321,1.8339689318192927,1.8746001044553207,1.920305363367523,2.010260366452039,0.001895561065471069
79,a_C(trial_type)[easy]_subj.907.0,1.8136682463855425,0.06619512787795319,1.689767373988355,1.767716356557834,1.8129544312752395,1.8559258116224715,1.9534231810697347,0.002099588709531457
80,a_C(trial_type)[easy]_subj.908.0,1.2873177721870646,0.05042758746513153,1.198040044218989,1.2506906491576009,1.2861737391751515,1.3199668016682622,1.3917068320394845,0.001925207381406151
81,a_C(trial_type)[easy]_subj.910.0,1.9962724182999438,0.07368446516255074,1.8462100292301116,1.9457874945593652,1.996966248021547,2.0482067873327634,2.133911090013567,0.002567498127992307
82,a_C(trial_type)[easy]_subj.911.0,2.2740768600207812,0.10286233215933625,2.0798471592467975,2.202432819628882,2.2709314358995187,2.339104880255653,2.49298542819053,0.004451929611919033
83,a_C(trial_type)[easy]_subj.912.0,1.7290210767465874,0.06869038607760615,1.595444629522805,1.6850263470897269,1.7290651219352318,1.7734063548646761,1.8660428004652692,0.0027780098936263328
84,a_C(trial_type)[easy]_subj.913.0,1.515016303487674,0.05680336979447568,1.4095521765657981,1.4756759182690906,1.5138159108685427,1.5526638196593765,1.630197902837195,0.002065927687639825
85,a_C(trial_type)[easy]_subj.914.0,1.771988994388681,0.06292193838847174,1.6539899862783272,1.7274228215214555,1.7708062581123223,1.8155251559261343,1.897998850833587,0.001836981337728139
86,a_C(trial_type)[hard],1.6547878793142263,0.10808913095984177,1.4598857082751266,1.5834441429533808,1.6445893104203217,1.7210143426428033,1.8806352390898926,0.003289251022887101
87,a_C(trial_type)[hard]_std,0.3144837993648215,0.10118361578286766,0.17529757244961727,0.24290599293440662,0.29805465355757854,0.3610186282449959,0.5661165834748033,0.003896041342427868
88,a_C(trial_type)[hard]_subj.902.0,1.2256683662480852,0.05431461344716757,1.1222546886104157,1.1879903583165636,1.223375377714733,1.2606846776329936,1.3381125255113409,0.002176618472279461
89,a_C(trial_type)[hard]_subj.904.0,1.7336745464395693,0.07341832838410606,1.5974770452363987,1.6810368854643443,1.7307351408664855,1.7838433685897523,1.8854815536343899,0.0025992073238603904
90,a_C(trial_type)[hard]_subj.906.0,1.9383722755591168,0.08296287641433929,1.7860796681811468,1.8830410981609136,1.9338362001385856,1.9914218667128223,2.1171765394908157,0.0030921232168706243
91,a_C(trial_type)[hard]_subj.907.0,1.7208236917571735,0.07624054336651846,1.5792186806753914,1.6697288071005156,1.7211561213997517,1.7696814051655156,1.8759884826893285,0.0028410090850105136
92,a_C(trial_type)[hard]_subj.908.0,1.302473007625976,0.0556016110587419,1.1937939488280804,1.2660158551676048,1.3015291149476662,1.3391149421973831,1.412569678664666,0.0019019247403717632
