,condition,mean,std,2.5q,25q,50q,75q,97.5q,mc err
0,v_Intercept,0.43023005026637745,0.10348118555641864,0.22562223634580897,0.36666271285936786,0.43069650341661286,0.4955166771869208,0.6337044705398499,0.0036227498161615136
1,v_Intercept_std,0.27298291299290567,0.0861091569954169,0.15476404365494922,0.21268660741048073,0.25642405590586764,0.31542945539132694,0.4777570147834468,0.0026284863020880384
2,v_Intercept_subj.902,0.27914733955885246,0.09655235423146519,0.08183655721560905,0.2163605728154218,0.28093090292714595,0.3439849739381479,0.4625652003596157,0.0031774379413354813
3,v_Intercept_subj.904,0.4755685380924023,0.07544703792806051,0.3239823743978296,0.42408253435851134,0.47800090312853966,0.5257980579829077,0.6206343334698583,0.003111973148837647
4,v_Intercept_subj.906,0.4749194756755746,0.06995621574876187,0.34144304622624505,0.42842328798753326,0.4746682092714285,0.5217702078711638,0.6113868680750322,0.0026925248708227134
5,v_Intercept_subj.907,-0.13591939836303116,0.079576558254722,-0.2896942339575408,-0.1891842927497053,-0.13655312841682252,-0.08298689116195085,0.02366539094877468,0.0033139274598908844
6,v_Intercept_subj.908,0.624872058902443,0.09355509996282947,0.4483226808044313,0.5607389181621251,0.623973808487047,0.6875656725037242,0.8083610988259856,0.0031616042930063828
7,v_Intercept_subj.910,0.521873362748261,0.06947471401467284,0.38378786268745796,0.47486872495351173,0.521605587594263,0.5676357183079289,0.6623140741057004,0.0029022890708492203
8,v_Intercept_subj.911,0.4425157957702742,0.0667632147051312,0.31381904252829124,0.3961923042060951,0.4419382130281109,0.4876665536891724,0.5737435329167273,0.0031590401874160463
9,v_Intercept_subj.912,0.5882009175283287,0.08012172555735911,0.4354474053138079,0.5347637871004416,0.5864322041314137,0.6429001232486835,0.7476747811833662,0.003122055210185391
10,v_Intercept_subj.913,0.5970663340089881,0.08404011033287051,0.4298055682628611,0.5404014847591384,0.5981598210636698,0.6549899067818745,0.7574570274645863,0.0029813883551128447
11,v_Intercept_subj.914,0.4158886383663308,0.07895469120070067,0.2551469394777015,0.36136454499359605,0.41529640774231597,0.4709980834462051,0.5698849103750121,0.0033514422009202267
12,v_C(trial_type)[T.hard],-0.3360451864935083,0.06194238551772474,-0.4568342222977946,-0.3773195221846245,-0.3351539310300426,-0.2958478552752402,-0.21018535654084824,0.003722591340977865
13,v_C(site_loc)[T.dACC],0.14372870403028848,0.0651813871826529,0.011973596668422952,0.09963862715821062,0.14341636946421643,0.18771676827498532,0.26960475033269937,0.0039764958051379225
14,v_C(trial_type)[T.hard]:C(site_loc)[T.dACC],-0.4012223250972041,0.08632277610220072,-0.5698570043217617,-0.4592847091137926,-0.4025667461938242,-0.34472246695011793,-0.22792662938034108,0.0052528931404372484
15,t_Intercept,0.2104942770597309,0.04534084216465417,0.14820794225213135,0.18125249297113094,0.20322690583779715,0.23061431635493396,0.3170993828574817,0.001979996065928711
16,t_Intercept_std,0.12021649811886098,0.054426190637653964,0.06028539305476423,0.08497819280757592,0.1067773129738831,0.1394533726002481,0.26851791531902536,0.0024564259858931236
17,t_Intercept_subj.902,0.24580631456327492,0.008702771095350191,0.22729325222235938,0.24011857340135936,0.24637491293076513,0.25191145309556245,0.26155601980966414,0.0004500907399932438
18,t_Intercept_subj.904,0.16356484527731643,0.007602362140939731,0.14717534070926505,0.1587804712217551,0.16414265344428264,0.16897721337375027,0.17643424628621457,0.00020591809184797896
19,t_Intercept_subj.906,0.20031386779840782,0.01195812579106463,0.17509396899007124,0.19289633629896302,0.20091737317634747,0.20849509482865503,0.2223740146450816,0.00048717641993306697
20,t_Intercept_subj.907,0.17128188624911433,0.010684717160656618,0.14939932750007792,0.16433482703523283,0.17195655494805784,0.17891045598933952,0.1905093016477499,0.0004265172139524924
