,condition,mean,std,2.5q,25q,50q,75q,97.5q,mc err
47,a_C(site_loc)[dACC]_subj.914,1.7759573137344944,0.0996086133169069,1.5914519000216134,1.7096680641661586,1.7707862512436379,1.8409937559802054,1.9861502856195166,0.0023490952668871277
48,v_C(site_loc)[PCC],0.43174630157165494,0.24163770985934424,-0.040641025192372116,0.27771352775576774,0.4282259450112225,0.5858808370535915,0.9059924468828062,0.003840286462972811
49,v_C(site_loc)[PCC]_std,0.7152296959582207,0.2079619908682929,0.4321563806852149,0.5727196718872128,0.6757301266119687,0.8103649043053194,1.2036419354469272,0.004421808175309461
50,v_C(site_loc)[PCC]_subj.902,-0.21245027174306472,0.19013058751990983,-0.5938367543215057,-0.33894854316872847,-0.2074957629384444,-0.0866262679997416,0.16113275352588485,0.003035941582120267
51,v_C(site_loc)[PCC]_subj.904,0.490174394093609,0.14645442084924343,0.2125220905076522,0.39153067333867697,0.49111393655771834,0.5868216828636692,0.7730727735176488,0.002175318192887399
52,v_C(site_loc)[PCC]_subj.906,0.7195954059734037,0.12364891966620256,0.4893001021288239,0.632175628200126,0.715727879670494,0.8049994185016544,0.9585155932791789,0.0017975481340700302
53,v_C(site_loc)[PCC]_subj.907,-0.9714355798389299,0.14716425697287364,-1.2635132108400016,-1.0703285981372133,-0.974114279917355,-0.8715528136076915,-0.6898353413194369,0.002551060233906436
54,v_C(site_loc)[PCC]_subj.908,0.8378391414395183,0.18325792119704193,0.4726391155009193,0.7130285707186654,0.8403277785399794,0.9607863642765768,1.19559445207712,0.0027252241178598703
55,v_C(site_loc)[PCC]_subj.910,1.087706437186617,0.14278534063137172,0.8068119541111806,0.9905172450513696,1.0895649687623217,1.1835044291952659,1.3636449566313642,0.0028094135303819313
56,v_C(site_loc)[PCC]_subj.911,0.3257586647192707,0.13191806773103557,0.06085188403192057,0.24257468906270108,0.3273530452300756,0.41263159907626085,0.5852155938378185,0.0019681807253502377
57,v_C(site_loc)[PCC]_subj.912,0.7579885877805472,0.1644139256584262,0.4328694694591758,0.6465451312037054,0.7565467296728785,0.86809833428275,1.0788532493118719,0.002387698997469272
58,v_C(site_loc)[PCC]_subj.913,0.6994304774091007,0.16193556623579675,0.38238093237550314,0.5921106825927119,0.7019085292672822,0.8061204911886558,1.0157297810205606,0.0023729704256046104
59,v_C(site_loc)[PCC]_subj.914,0.4955418872251621,0.15496003483366683,0.19134611649213648,0.3941659444780597,0.4965247192171697,0.5993705150488823,0.7994794215532449,0.0020202954152347364
60,v_C(site_loc)[dACC],0.6566628770940334,0.20681957670122209,0.24811633693623725,0.5321556537134788,0.656558946314002,0.7842578083586338,1.0614940657204166,0.0031717097108674027
61,v_C(site_loc)[dACC]_std,0.6047171962804083,0.18640067151712933,0.3509833524440529,0.47660662961861455,0.5700188337253498,0.6919688249624325,1.055889057913974,0.004365186021736696
62,v_C(site_loc)[dACC]_subj.902,0.5744300112688139,0.18717791702691222,0.20555304306505257,0.4512517629866126,0.5752470813858337,0.7019928851072901,0.9344389063204407,0.0028557657704080877
63,v_C(site_loc)[dACC]_subj.904,0.8501950708185392,0.14051858934155254,0.57757446796761,0.7533957557076343,0.852211517141011,0.943041503979414,1.1294634603796214,0.0021515136354630718
64,v_C(site_loc)[dACC]_subj.906,0.8947901999912202,0.14833381127758555,0.6123887821454704,0.7943286415348673,0.8921000381798274,0.9943142837355088,1.1847533760638964,0.0023436515513873407
65,v_C(site_loc)[dACC]_subj.907,-0.5721573973478401,0.15115259958609104,-0.8665757830388856,-0.6748726739256362,-0.5708719432341699,-0.4713917252259713,-0.2814746091938959,0.0026089142041722715
66,v_C(site_loc)[dACC]_subj.908,1.2576672519140253,0.1910344491299982,0.8832926019519595,1.128337890960128,1.260341211158278,1.3862732203778432,1.6327767509071953,0.0031511396698737384
67,v_C(site_loc)[dACC]_subj.910,0.554712673103015,0.1256228245823268,0.3171299198486585,0.4688154670528341,0.5540752661370525,0.6401543333614348,0.8021521918447994,0.002022902632009751
68,v_C(site_loc)[dACC]_subj.911,0.32216251885979513,0.09944618277775,0.12797689101078719,0.25299002061675485,0.3229648715068664,0.3905652232501169,0.5167435387757324,0.001311275407525658
69,v_C(site_loc)[dACC]_subj.912,0.9675062596939861,0.149769856556733,0.6688270338098321,0.8655445557222645,0.9707152358740515,1.0685115142086419,1.255421894425243,0.0022669668805383974
70,v_C(site_loc)[dACC]_subj.913,0.7202327334750663,0.16180518888037435,0.4064481323115347,0.6106493468206194,0.7174834892854441,0.8290647688138493,1.0343643721197775,0.0023972069740120163
71,v_C(site_loc)[dACC]_subj.914,0.9042005194286848,0.13696840385561837,0.630807934593731,0.8164467896898991,0.9026544676655586,0.9950220734088198,1.1747203640871902,0.0024358954328506104
