,condition,mean,std,2.5q,25q,50q,75q,97.5q,mc err
60,a_C(trial_type)[hard],1.6426997932143315,0.10123663266541555,1.4558385016593545,1.5748066954520963,1.6365613425305907,1.7078683125619525,1.8548113854561665,0.003629934547369472
61,a_C(trial_type)[hard]_std,0.30145325843154036,0.09345607573387903,0.1703153777211398,0.2350804067520812,0.28415637839946095,0.3515345698698278,0.5152735338019587,0.003986230594154311
62,a_C(trial_type)[hard]_subj.902.0,1.2128312671341952,0.06393460354446016,1.0966427040017948,1.1681811343017237,1.2106116875744148,1.2534310350518023,1.3516209759704316,0.0023952769550451667
63,a_C(trial_type)[hard]_subj.904.0,1.7372084418195248,0.09434334969652958,1.5549661201481348,1.6717633349696737,1.7359973371667814,1.7976879834813795,1.9219435943033245,0.0030282730002504778
64,a_C(trial_type)[hard]_subj.906.0,1.9107160326602108,0.10341110672286022,1.7200797292998784,1.8410569948794606,1.9050020450281155,1.9737116643705381,2.141594857962718,0.0037222305448471973
65,a_C(trial_type)[hard]_subj.907.0,1.8028279538169403,0.11579530634200931,1.5919852424699423,1.7254111393152054,1.7912915300482164,1.8743703610298983,2.0513227379425953,0.0054576639082588585
66,a_C(trial_type)[hard]_subj.908.0,1.3846450675041493,0.07643175536149809,1.24727446478069,1.3293795901507692,1.3838534555765032,1.4338385470575963,1.5453642429415377,0.0028487658827724928
67,a_C(trial_type)[hard]_subj.910.0,1.9471721289837574,0.12453274921612241,1.7272303831224305,1.8598059239685716,1.9371565233208228,2.025174040217035,2.22145340242018,0.005746320239053579
68,a_C(trial_type)[hard]_subj.911.0,1.7865286997008574,0.09532618869271775,1.6118874567836603,1.7183793040744098,1.7809263736634986,1.8472193356131696,1.9811089381271434,0.0030113772663363757
69,a_C(trial_type)[hard]_subj.912.0,1.5324802867979948,0.09179744161267664,1.3675988568120832,1.4721177591920431,1.5223441246590759,1.5943960094018357,1.726008855191414,0.003523557831229715
70,a_C(trial_type)[hard]_subj.913.0,1.4744930139283736,0.08089774707487304,1.320387668039223,1.417847203782983,1.473390382209823,1.5303566792151313,1.6434210942079948,0.002714335932971652
71,a_C(trial_type)[hard]_subj.914.0,1.5607970378676859,0.0778848990028162,1.4202954504543306,1.5065544433563431,1.5586862429892516,1.6089257484681643,1.7273223061398948,0.003050003231948107
